<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ROSN,D,20160530,000000,320.5500000,324.6000000,318.0000000,322.0000000,1451700
ROSN,D,20160531,000000,322.5000000,323.1500000,315.8500000,316.0000000,3319260
ROSN,D,20160601,000000,316.1500000,316.6500000,309.5000000,313.0000000,4577150
ROSN,D,20160602,000000,312.8000000,316.5000000,309.7500000,311.3500000,3804150
ROSN,D,20160603,000000,313.5500000,319.0000000,312.0000000,314.7500000,3713380
ROSN,D,20160606,000000,314.9000000,324.9500000,314.9000000,323.8500000,3888870
ROSN,D,20160607,000000,324.9000000,329.9000000,321.5500000,328.8500000,6645790
ROSN,D,20160608,000000,327.9000000,342.9500000,327.1500000,342.5000000,7206020
ROSN,D,20160609,000000,342.6500000,344.9500000,338.5000000,343.5000000,4676140
ROSN,D,20160610,000000,342.7000000,343.0000000,337.0000000,337.8500000,3130800
ROSN,D,20160614,000000,335.1000000,337.0000000,323.4000000,324.8000000,5986780
ROSN,D,20160615,000000,324.8500000,327.7500000,320.3000000,322.8500000,5381390
ROSN,D,20160616,000000,321.0000000,322.0000000,311.7000000,316.3000000,4515500
ROSN,D,20160617,000000,319.0000000,323.4500000,316.7500000,320.6500000,4307340
ROSN,D,20160620,000000,325.5000000,336.0000000,324.0000000,336.0000000,4759810
ROSN,D,20160621,000000,336.0000000,342.0000000,334.2000000,340.9500000,6067940
ROSN,D,20160622,000000,344.9500000,345.8500000,337.0000000,337.7500000,3608460
ROSN,D,20160623,000000,336.4500000,348.0000000,334.6000000,348.0000000,4802550
ROSN,D,20160624,000000,329.9000000,336.0000000,326.3000000,333.6500000,7369070
ROSN,D,20160627,000000,333.7000000,335.6000000,325.7500000,328.0500000,5606160
ROSN,D,20160628,000000,331.4000000,333.9500000,324.0000000,327.0000000,4278420
ROSN,D,20160629,000000,327.9500000,332.8000000,324.3500000,331.5000000,3522060
ROSN,D,20160630,000000,330.0000000,331.4500000,327.4500000,330.0000000,3991810
ROSN,D,20160701,000000,329.3500000,335.5000000,327.5000000,332.4500000,2649640
ROSN,D,20160704,000000,334.5000000,336.0000000,330.1000000,331.2000000,1912000
ROSN,D,20160705,000000,329.8500000,330.5000000,327.7000000,329.4000000,3499070
ROSN,D,20160706,000000,328.0000000,329.9000000,318.5000000,320.5000000,3912850
ROSN,D,20160707,000000,322.1500000,327.3500000,320.8000000,320.9000000,2980220
ROSN,D,20160708,000000,319.5000000,326.4000000,316.5500000,325.0000000,4044950
ROSN,D,20160711,000000,325.6000000,329.0000000,324.4500000,328.3500000,2418740
ROSN,D,20160712,000000,328.3500000,340.3500000,327.0000000,339.4000000,4561380
ROSN,D,20160713,000000,339.2500000,341.5500000,334.7000000,336.5000000,2967300
ROSN,D,20160714,000000,336.0000000,337.9000000,330.6500000,336.5000000,3359620
ROSN,D,20160715,000000,335.9000000,336.3500000,332.3000000,335.0000000,2279020
ROSN,D,20160718,000000,334.9500000,335.6000000,327.8500000,333.7000000,2386020
ROSN,D,20160719,000000,333.0000000,334.9500000,327.0500000,329.5000000,2789340
ROSN,D,20160720,000000,329.5000000,331.8500000,325.0500000,329.0500000,2709660
ROSN,D,20160721,000000,330.4000000,334.4000000,328.9500000,334.3000000,1673490
ROSN,D,20160722,000000,332.3500000,335.6500000,331.6000000,334.3000000,1560930
ROSN,D,20160725,000000,334.0000000,335.5000000,332.0000000,334.0000000,1254930
ROSN,D,20160726,000000,333.7500000,334.4500000,327.5000000,330.0000000,2377130
ROSN,D,20160727,000000,329.5000000,330.9500000,325.5000000,329.9000000,2312470
ROSN,D,20160728,000000,328.5000000,335.7500000,327.1500000,334.0000000,2384350
ROSN,D,20160729,000000,333.5000000,334.0000000,323.2000000,325.5000000,3611860
ROSN,D,20160801,000000,326.5000000,329.2500000,323.6000000,325.6000000,1763090
ROSN,D,20160802,000000,324.9000000,324.9000000,316.1500000,317.3500000,2365730
ROSN,D,20160803,000000,316.8000000,324.0000000,316.8000000,323.2500000,3486140
ROSN,D,20160804,000000,324.2000000,329.3000000,323.6000000,329.0000000,2964330
ROSN,D,20160805,000000,329.2500000,330.5500000,325.5000000,329.9000000,1859890
ROSN,D,20160808,000000,330.2000000,332.8000000,328.7500000,329.0000000,1502740
ROSN,D,20160809,000000,329.1500000,331.2500000,327.1500000,329.9000000,1802810
ROSN,D,20160810,000000,328.3500000,328.4000000,323.6000000,326.6000000,2052330
ROSN,D,20160811,000000,324.5500000,326.6000000,321.1000000,325.0500000,2117300
ROSN,D,20160812,000000,326.0500000,331.4000000,326.0000000,330.8500000,2100830
ROSN,D,20160815,000000,330.1000000,340.0000000,329.8000000,339.0000000,5060870
ROSN,D,20160816,000000,338.8500000,343.9000000,337.4500000,343.5000000,3995870
ROSN,D,20160817,000000,342.5000000,345.9000000,339.1000000,345.5500000,2836820
ROSN,D,20160818,000000,345.6000000,352.3000000,344.0000000,351.8500000,3678870
ROSN,D,20160819,000000,352.7500000,353.5500000,349.0000000,349.0500000,3560930
ROSN,D,20160822,000000,347.9500000,352.0000000,345.5000000,351.7500000,2846290
ROSN,D,20160823,000000,351.7500000,352.0000000,348.6000000,351.0000000,2009920
ROSN,D,20160824,000000,349.5000000,350.5000000,346.8500000,350.2000000,1239350
ROSN,D,20160825,000000,349.7500000,350.2500000,345.0000000,348.2000000,2617790
ROSN,D,20160826,000000,348.4000000,352.2500000,345.5500000,350.5500000,2260870
ROSN,D,20160829,000000,348.4000000,351.0000000,346.0000000,350.6000000,1066320
ROSN,D,20160830,000000,350.4500000,352.5000000,347.6000000,348.0000000,1353890
ROSN,D,20160831,000000,348.0000000,348.5000000,341.5500000,344.7000000,2715030
ROSN,D,20160901,000000,344.7500000,344.7500000,338.5000000,341.3000000,3080100
ROSN,D,20160902,000000,341.8000000,351.4500000,340.6000000,349.9000000,4989480
ROSN,D,20160905,000000,351.4000000,357.8000000,350.0000000,353.6000000,4143160
ROSN,D,20160906,000000,354.2500000,358.3000000,351.6500000,358.0000000,2888370
ROSN,D,20160907,000000,358.0000000,364.5500000,357.6500000,364.0000000,3553420
ROSN,D,20160908,000000,366.0000000,366.6000000,361.4500000,364.7500000,3354060
ROSN,D,20160909,000000,363.5000000,364.3500000,360.0500000,362.4000000,2632560
ROSN,D,20160912,000000,358.4500000,369.3000000,358.4500000,367.0000000,3737170
ROSN,D,20160913,000000,366.6500000,370.2500000,362.7500000,363.9000000,3458840
ROSN,D,20160914,000000,364.2500000,367.8000000,362.4500000,367.1500000,3333770
ROSN,D,20160915,000000,366.4500000,370.8000000,363.5000000,367.9000000,4679700
ROSN,D,20160916,000000,368.5500000,368.7000000,358.9500000,360.8500000,4512620
ROSN,D,20160919,000000,361.4500000,363.7000000,355.0500000,361.2000000,3201300
ROSN,D,20160920,000000,360.3000000,360.6500000,354.0000000,358.8000000,2511870
ROSN,D,20160921,000000,359.1000000,362.1500000,355.1000000,360.0000000,2297660
ROSN,D,20160922,000000,361.1500000,362.4000000,357.0500000,360.4500000,3238850
ROSN,D,20160923,000000,359.4500000,360.0500000,353.0500000,356.0500000,3181650
ROSN,D,20160926,000000,355.5500000,355.6000000,348.6000000,350.3500000,2065730
ROSN,D,20160927,000000,350.7500000,350.7500000,339.3000000,341.0000000,6224750
ROSN,D,20160928,000000,339.9500000,345.8500000,337.7500000,341.3000000,3877830
ROSN,D,20160929,000000,347.0000000,351.1000000,346.2500000,349.2000000,2936410
ROSN,D,20160930,000000,346.7000000,352.3500000,342.8000000,342.8000000,3777950
ROSN,D,20161003,000000,345.0000000,352.7000000,344.1500000,346.0000000,3632040
ROSN,D,20161004,000000,346.2000000,349.3000000,342.9000000,346.6000000,2720590
ROSN,D,20161005,000000,346.4000000,347.1500000,336.5500000,341.7000000,6744530
ROSN,D,20161006,000000,341.2500000,344.0000000,337.0500000,343.4000000,2869270
ROSN,D,20161007,000000,342.5500000,345.0500000,339.0000000,341.5000000,2829040
ROSN,D,20161010,000000,341.9000000,361.3000000,339.7500000,361.0000000,6765220
ROSN,D,20161011,000000,361.9500000,367.5000000,359.2500000,362.0500000,6038550
ROSN,D,20161012,000000,361.7000000,366.9000000,360.2500000,363.1500000,4148270
ROSN,D,20161013,000000,362.4000000,365.7000000,358.0000000,359.4000000,3701740
ROSN,D,20161014,000000,360.2500000,361.4500000,349.3000000,353.8500000,4191410
ROSN,D,20161017,000000,351.0500000,353.9500000,345.2000000,348.0000000,4576310
ROSN,D,20161018,000000,350.4000000,350.5000000,344.2000000,345.7500000,3098780
ROSN,D,20161019,000000,347.5000000,347.5000000,343.6000000,345.1000000,1698010
ROSN,D,20161020,000000,345.3000000,345.3500000,342.0500000,342.8000000,1828710
ROSN,D,20161021,000000,343.7000000,345.1500000,341.6000000,344.3000000,1723610
ROSN,D,20161024,000000,344.3500000,348.9000000,344.3000000,347.7500000,2599930
ROSN,D,20161025,000000,347.7500000,351.0000000,345.2500000,348.7000000,2235030
ROSN,D,20161026,000000,348.6500000,348.8500000,345.0000000,347.6000000,1826390
ROSN,D,20161027,000000,347.1500000,348.3500000,342.1500000,346.7000000,2381810
ROSN,D,20161028,000000,346.7000000,351.0000000,346.3000000,349.9000000,1533640
ROSN,D,20161031,000000,348.2000000,350.0500000,345.3500000,347.6500000,1872340
ROSN,D,20161101,000000,348.2500000,355.7000000,347.7000000,354.8000000,2647780
ROSN,D,20161102,000000,354.8000000,360.4500000,347.0500000,348.1500000,4489830
ROSN,D,20161103,000000,350.0000000,350.2500000,341.3000000,342.0000000,3235260
ROSN,D,20161107,000000,343.1000000,345.5000000,340.2000000,341.0000000,3049930
ROSN,D,20161108,000000,341.2000000,344.6000000,339.2000000,340.5000000,1818440
ROSN,D,20161109,000000,336.5000000,348.5000000,336.0500000,347.6000000,3671370
ROSN,D,20161110,000000,348.7500000,358.0000000,346.0000000,351.0500000,5388530
ROSN,D,20161111,000000,351.1000000,353.0500000,342.1000000,342.1000000,3119050
ROSN,D,20161114,000000,343.9000000,345.6000000,337.0000000,337.7000000,3089040
ROSN,D,20161115,000000,337.0000000,342.3000000,333.1000000,338.0000000,4439390
ROSN,D,20161116,000000,341.3500000,345.6000000,338.0500000,339.2500000,5001940
ROSN,D,20161117,000000,339.2500000,342.9000000,336.8500000,338.1500000,3682090
ROSN,D,20161118,000000,338.1500000,340.8000000,336.7500000,337.0000000,2686640
ROSN,D,20161121,000000,339.0000000,343.9000000,338.4500000,340.5500000,3572370
ROSN,D,20161122,000000,341.7500000,343.4000000,340.6500000,341.8000000,2206660
ROSN,D,20161123,000000,341.8000000,347.4500000,341.6000000,347.4500000,3209390
ROSN,D,20161124,000000,347.1500000,349.9000000,345.3500000,346.5500000,2304620
ROSN,D,20161125,000000,345.4500000,346.4500000,340.3000000,341.5000000,2167950
ROSN,D,20161128,000000,341.2500000,342.1500000,334.5000000,336.6000000,4536830
ROSN,D,20161129,000000,337.5000000,339.2000000,335.1500000,336.7500000,2551450
ROSN,D,20161130,000000,336.7500000,344.8500000,336.1500000,340.2000000,7174140
ROSN,D,20161201,000000,343.1500000,345.3500000,338.3500000,338.5000000,5985030
ROSN,D,20161202,000000,338.5000000,342.4000000,336.2500000,340.0000000,4370990
ROSN,D,20161205,000000,339.9000000,353.0000000,339.7500000,351.5000000,7398630
ROSN,D,20161206,000000,352.2500000,358.0000000,349.5000000,352.6500000,10188210
ROSN,D,20161207,000000,352.6500000,356.8500000,349.3000000,356.2500000,4378130
ROSN,D,20161208,000000,370.7000000,380.9500000,366.7000000,375.8500000,25819760
ROSN,D,20161209,000000,376.8000000,379.2000000,368.2500000,370.8000000,7266030
ROSN,D,20161212,000000,376.6000000,388.1500000,372.3000000,388.1500000,11580190
ROSN,D,20161213,000000,386.9500000,399.0000000,383.5000000,397.8000000,8979650
ROSN,D,20161214,000000,397.8500000,403.7000000,396.6500000,403.0500000,6806550
ROSN,D,20161215,000000,402.9500000,403.0000000,393.0000000,400.4500000,9141900
ROSN,D,20161216,000000,400.4500000,414.7500000,400.4500000,410.5000000,6770560
ROSN,D,20161219,000000,409.2500000,414.9000000,401.1500000,402.6000000,3343640
ROSN,D,20161220,000000,401.5000000,405.4000000,396.2000000,400.1500000,3159600
ROSN,D,20161221,000000,400.4500000,405.3500000,398.0000000,399.6500000,2926050
ROSN,D,20161222,000000,399.0500000,399.1000000,390.8500000,391.6000000,3991560
ROSN,D,20161223,000000,391.6000000,394.0000000,379.0000000,382.8500000,3786060
ROSN,D,20161226,000000,382.9000000,391.9500000,382.1000000,388.6500000,1628260
ROSN,D,20161227,000000,389.5000000,398.0000000,388.8000000,398.0000000,1996510
ROSN,D,20161228,000000,398.5500000,403.9000000,395.4500000,398.2000000,3159260
ROSN,D,20161229,000000,397.4500000,400.0000000,393.5500000,398.8000000,2710770
ROSN,D,20161230,000000,399.0000000,403.0000000,396.0000000,402.8000000,1966760
ROSN,D,20170103,000000,403.6000000,425.7000000,403.6000000,419.5000000,5895780
ROSN,D,20170104,000000,418.9500000,420.0000000,403.7000000,406.4000000,4154670
ROSN,D,20170105,000000,407.5000000,411.5000000,396.6000000,399.0000000,4826110
ROSN,D,20170106,000000,399.2000000,399.7500000,390.1500000,392.5000000,3659190
ROSN,D,20170109,000000,393.0500000,395.9500000,390.2500000,394.0000000,4477860
ROSN,D,20170110,000000,392.8000000,405.7500000,392.1000000,404.4000000,3733170
ROSN,D,20170111,000000,402.6500000,404.4500000,392.0000000,397.5000000,6230630
ROSN,D,20170112,000000,400.3500000,400.6500000,390.4500000,390.9500000,5052000
ROSN,D,20170113,000000,391.9500000,394.9500000,383.1000000,388.0000000,5316510
ROSN,D,20170116,000000,388.0000000,395.5000000,382.0000000,392.2000000,2893850
ROSN,D,20170117,000000,393.4000000,394.4000000,385.8500000,391.7000000,3732220
ROSN,D,20170118,000000,392.0500000,394.9000000,385.6500000,387.0000000,4342160
ROSN,D,20170119,000000,387.9500000,389.2500000,374.1000000,380.7500000,5708260
ROSN,D,20170120,000000,380.5000000,390.7500000,374.1000000,387.5000000,4237510
ROSN,D,20170123,000000,387.9000000,392.0000000,381.8500000,390.2000000,3540550
ROSN,D,20170124,000000,391.7000000,392.6500000,386.2500000,388.1500000,3025250
ROSN,D,20170125,000000,388.2500000,390.5500000,381.0000000,383.7000000,4235900
ROSN,D,20170126,000000,384.4500000,391.7000000,384.1500000,389.0000000,5103850
ROSN,D,20170127,000000,388.9000000,402.0000000,387.7500000,402.0000000,8882370
ROSN,D,20170130,000000,402.0000000,402.0000000,395.0500000,399.0000000,2305850
ROSN,D,20170131,000000,398.0000000,401.4500000,396.6000000,400.6000000,3423510
ROSN,D,20170201,000000,400.6000000,401.5000000,397.6000000,401.5000000,3674180
ROSN,D,20170202,000000,401.7000000,404.8500000,396.6000000,397.3000000,5200620
ROSN,D,20170203,000000,398.3000000,400.0000000,396.5000000,397.8500000,2200950
ROSN,D,20170206,000000,398.3000000,400.5000000,390.8500000,394.0000000,3400150
ROSN,D,20170207,000000,393.3000000,394.6000000,386.6500000,389.7000000,3134710
ROSN,D,20170208,000000,387.9500000,389.6000000,375.3000000,378.0500000,6768350
ROSN,D,20170209,000000,378.4000000,380.3000000,375.0000000,379.8000000,3074500
ROSN,D,20170210,000000,380.5500000,383.5000000,376.0500000,377.6000000,3667700
ROSN,D,20170213,000000,377.0000000,382.3000000,376.2500000,379.0000000,4440840
ROSN,D,20170214,000000,378.5000000,380.2500000,367.8500000,369.8500000,5505650
ROSN,D,20170215,000000,368.6000000,370.9000000,360.0000000,360.0000000,7808440
ROSN,D,20170216,000000,360.7000000,363.6500000,356.4500000,362.0000000,4863890
ROSN,D,20170217,000000,362.4500000,364.6500000,352.7500000,354.0000000,5718390
ROSN,D,20170220,000000,356.3000000,356.7500000,346.8000000,349.0000000,5778090
ROSN,D,20170221,000000,349.4000000,356.5000000,347.1000000,354.0000000,5776840
ROSN,D,20170222,000000,355.0500000,356.7000000,345.5500000,347.0000000,5007360
ROSN,D,20170224,000000,348.0000000,349.4500000,340.3000000,343.0000000,3369550
ROSN,D,20170227,000000,344.9000000,344.9000000,330.4000000,331.0500000,8427910
ROSN,D,20170228,000000,331.0000000,334.0000000,326.9000000,331.1000000,5920880
ROSN,D,20170301,000000,331.0500000,344.3000000,331.0500000,341.8000000,6010980
ROSN,D,20170302,000000,342.9000000,346.4500000,336.6000000,336.6000000,6284360
ROSN,D,20170303,000000,336.0000000,342.0000000,333.1000000,336.5000000,3664980
ROSN,D,20170306,000000,336.0000000,341.4000000,332.0000000,332.0000000,4084620
ROSN,D,20170307,000000,332.7000000,334.6500000,323.7500000,329.1000000,5859570
ROSN,D,20170309,000000,325.0000000,328.1000000,315.5000000,318.8500000,7718580
ROSN,D,20170310,000000,319.3000000,322.5500000,312.3500000,315.0000000,6762000
ROSN,D,20170313,000000,313.5500000,321.5000000,313.2500000,318.2500000,3923710
ROSN,D,20170314,000000,318.5000000,322.4000000,312.0000000,315.4000000,5456060
ROSN,D,20170315,000000,316.8000000,320.0500000,313.5000000,314.7000000,4550390
ROSN,D,20170316,000000,318.7000000,319.7500000,312.9000000,313.9500000,8910280
ROSN,D,20170317,000000,313.9500000,320.2000000,313.0000000,314.4500000,8081340
ROSN,D,20170320,000000,315.3000000,317.0000000,309.3000000,311.1500000,5645400
ROSN,D,20170321,000000,312.3000000,325.6500000,311.5500000,316.0000000,11677330
ROSN,D,20170322,000000,313.8000000,320.4500000,312.8500000,320.3500000,7575780
ROSN,D,20170323,000000,321.1000000,324.5000000,316.5000000,317.9500000,4987550
ROSN,D,20170324,000000,317.9500000,319.8000000,314.6000000,315.6500000,3549240
ROSN,D,20170327,000000,314.8500000,314.9500000,306.7500000,309.8000000,5650210
ROSN,D,20170328,000000,311.3500000,315.4000000,308.4500000,314.6000000,4094580
ROSN,D,20170329,000000,315.5500000,322.2000000,314.1000000,322.2000000,5709940
ROSN,D,20170330,000000,322.0000000,329.0000000,321.5500000,328.7000000,7515000
ROSN,D,20170331,000000,327.5000000,328.9000000,323.1000000,323.5000000,4441290
ROSN,D,20170403,000000,324.6000000,330.8500000,323.6000000,328.4000000,4365060
ROSN,D,20170404,000000,327.2000000,331.8000000,325.4000000,331.7000000,4096990
ROSN,D,20170405,000000,332.4500000,339.4500000,332.2500000,338.2000000,5783430
ROSN,D,20170406,000000,337.1000000,339.7000000,335.6000000,337.9500000,3268950
ROSN,D,20170407,000000,336.8500000,337.4000000,330.0000000,335.9500000,5981020
ROSN,D,20170410,000000,334.5000000,335.4500000,320.0500000,327.2000000,7989610
ROSN,D,20170411,000000,326.5000000,334.1500000,325.8500000,330.5000000,4773120
ROSN,D,20170412,000000,331.4000000,333.9500000,325.0000000,325.1000000,4114920
ROSN,D,20170413,000000,327.0000000,327.2500000,319.7000000,321.9000000,5601830
ROSN,D,20170414,000000,320.1500000,321.0000000,315.1000000,315.7500000,1605320
ROSN,D,20170417,000000,315.0000000,324.2500000,314.6000000,323.2500000,2488540
ROSN,D,20170418,000000,325.0000000,325.5000000,316.4500000,318.4000000,3461160
ROSN,D,20170419,000000,318.3000000,322.5000000,315.0000000,315.0500000,4578630
ROSN,D,20170420,000000,313.5500000,317.0500000,311.7500000,316.6000000,3561630
ROSN,D,20170421,000000,316.9500000,321.4500000,315.0000000,317.4000000,3415040
ROSN,D,20170424,000000,319.3000000,323.7500000,317.7000000,320.3000000,3985120
ROSN,D,20170425,000000,321.4500000,321.9500000,317.3500000,320.1500000,3138090
ROSN,D,20170426,000000,321.6000000,328.2000000,320.0000000,326.0500000,4429510
ROSN,D,20170427,000000,326.0000000,326.4000000,318.0000000,318.3500000,4360370
ROSN,D,20170428,000000,320.9500000,322.7500000,316.0000000,317.2500000,3874940
ROSN,D,20170502,000000,317.6000000,320.7500000,316.0000000,316.0000000,4309890
ROSN,D,20170503,000000,316.9000000,317.2500000,310.5500000,311.6500000,4443960
ROSN,D,20170504,000000,311.1500000,315.0000000,309.3000000,310.0000000,3793220
ROSN,D,20170505,000000,307.5500000,312.9500000,306.3000000,312.4500000,3029200
